session_id,f0_mean_hz,f0_std_hz,f0_range_hz,pause_ratio,voiced_ratio,energy_std,naq_mean,naq_std,h1h2_mean,h1h2_std
300,153.5949928212491,49.54353406672961,283.0,0.5703998396323882,0.4296001603676119,1.1365967688072982,0.0656969585879709,0.06184660964494241,1.1980622363513345,5.673618692046346
301,115.8322829780661,31.796341792470788,170.0,0.6071077449659542,0.3928922550340458,0.8600988877051144,0.06589149353629005,0.05627405902018661,0.08172966152151379,4.957445486367382
302,125.67554955866645,37.32893072870656,165.5,0.7655873166488751,0.2344126833511248,0.57870544339384,0.03272397115146127,0.05013630745258279,1.099535699404315,4.866817065712215
303,199.18730244468452,43.504284467072786,293.0,0.49267728283043566,0.5073227171695643,0.8146423345711841,0.08436675626069787,0.06277576358434539,3.9195842028793955,5.793912843049144
304,218.01708098450544,48.12775231968089,316.0,0.5904239212717638,0.4095760787282362,0.7306191230676584,0.07482979050813483,0.06270539080365817,3.1964385551140673,5.390206631766709
305,126.22418240442192,39.94995539633806,196.0,0.617781690140845,0.38221830985915495,0.7478568535913012,0.051558869947899766,0.050356129457610144,0.746986609526878,6.431971766702875
306,182.720091791313,49.6821637093242,292.0,0.5784940973557553,0.42150590264424476,1.2373064832397218,0.06601026948369586,0.06293399272904711,1.4259631323833746,6.516864149534148
307,209.09417303019785,46.44586238123976,309.0,0.4418424430290848,0.5581575569709152,0.8600225121775272,0.09127242474778773,0.06592307824595167,3.00310343029478,6.765271276669688
308,200.15993431155093,45.72122309462538,286.5,0.7297833102812357,0.2702166897187644,0.495106621393046,0.05728294562032597,0.06582340065394014,3.034598035856478,6.327995684951595
309,143.56585351886847,38.40080749378046,189.0,0.7525821396693161,0.2474178603306839,1.5663457427248921,0.03568360527880575,0.03889202370064401,0.3804618726554223,5.078156191274434
310,90.7516975641302,23.661044361806468,124.0,0.7803737764679426,0.21962622353205744,1.3819276946435797,0.03269308973803406,0.03524109399209015,0.5086423941883321,4.82060316693509
311,205.22226541620097,45.13254414001477,288.0,0.7380506867275112,0.2619493132724889,0.9728385196668364,0.04849735949814184,0.053933533451069736,3.951733360358269,6.126306246513056
312,118.68253279320987,40.00839310417078,176.0,0.7375156647552501,0.26248433524474996,2.2568308355406006,0.03861934722103723,0.03693471132527342,0.20813667732463706,4.704041038783338
313,115.34125072483161,32.02223311516054,159.0,0.7025908385402158,0.2974091614597843,1.5235665091770396,0.06028717420037277,0.04832725340312462,1.7917919292354967,4.838808521830394
314,167.0605416353686,40.766024118618155,240.0,0.517996263035734,0.48200373696426607,1.4204745155555536,0.07080121926651955,0.05506922901239449,2.978188799844973,5.439915420459856
315,118.78423367828096,27.19243794610058,169.0,0.6760372773967336,0.32396272260326636,2.0597420137838363,0.03219071576101836,0.03558177028789674,1.516642485760196,6.023475437760701
316,107.47494369369369,31.373623059956607,139.0,0.8160665584976007,0.1839334415023993,1.4271527991061101,0.03468022477050633,0.040485450160625186,2.115424493946341,5.475903465331731
317,119.5047619047619,37.47835920815111,165.5,0.7547521431233694,0.24524785687663064,1.2196723860616647,0.049706012333261274,0.046583016636152615,1.847137162967282,5.311893440278129
318,107.41260811516806,34.26250142615576,150.0,0.707218001665562,0.292781998334438,1.3206162974644866,0.031161389455824574,0.03522494442263739,0.10446832303915768,5.002765591180923
319,122.62425273390036,42.45940501250954,190.0,0.6972973768224684,0.3027026231775316,1.0036269896597445,0.05196643738796384,0.05474698669655519,1.0291753312374394,5.77490486226233
320,205.92042146693453,51.55212054130905,285.5,0.709869274048698,0.2901307259513019,1.2263775068026705,0.06151103823581452,0.05657025430500607,2.7475946273291463,5.085664161252413
321,186.33159648376576,42.8314122798338,262.0,0.6567507391320218,0.34324926086797825,0.9067675820129188,0.0653540828580818,0.05973771139059267,3.0486081676815098,5.41156355978021
322,128.7925853409381,34.39625807442873,183.0,0.6634386728934476,0.33656132710655245,1.1355329198847264,0.03926858242959144,0.045219653077609716,2.1271384670168976,5.6483953821712065
323,196.71163623954956,53.00650532682487,277.0,0.6498805256869773,0.3501194743130227,0.9969355654785043,0.05437435533022095,0.05801411335579245,2.9093071578425818,5.445402152613939
324,102.93111674370061,29.001672614745836,144.0,0.7210414673709604,0.27895853262903963,1.4287729702765328,0.0688205295686534,0.05951208132752514,2.197157387422937,4.686621680646244
325,190.0937412077653,34.049068682580724,271.0,0.5531822493457217,0.44681775065427826,1.272417725264132,0.08490399783123713,0.061724942945856,4.3468108254537094,5.563914287773987
326,134.95587370649108,43.90719082335103,202.0,0.7567540510004147,0.24324594899958524,1.1478533715718975,0.061885607748537644,0.059120226523692386,1.4464236710870269,4.769616895528179
327,205.5772331154684,44.116865384694094,292.0,0.5954699687128189,0.40453003128718107,1.805760905745577,0.07523968530563757,0.06303121551202719,3.1398967901818926,5.1320771826279055
328,139.08705096073518,31.261927963520243,203.0,0.6066972709606556,0.3933027290393444,2.193033182602306,0.06682623920851005,0.04961526407856276,1.5018126583641138,4.801294906022381
329,117.26272039288303,29.47097054794895,165.0,0.6482747879766102,0.3517252120233898,1.2168038929090692,0.07706694687980858,0.06561339219165035,2.653974764798864,5.378457283649399
330,107.23388671875,35.44462607654251,152.0,0.8141825770242771,0.18581742297572293,1.1630175431844056,0.035939287271936855,0.04010774533412291,0.4274972044914518,4.312237609752666
331,124.33379450285925,31.66894937018713,168.0,0.6176605423704905,0.3823394576295095,1.4464030441511297,0.05916331097700157,0.04808542228608686,1.3436546271665786,5.010301652339718
